PX409-USBH - 535766,
Units:,psi
Custom Scalar:,none
Custom Offset:,none
Start:,2022-07-18 01:32:33.464
End:,2022-07-18 01:34:10.996
Count:,998
Low:,-0.00505375862121582
High:,17.1964225769043

Time,Value
2022-07-18 01:33:17.584 PM,1.00127756595612
2022-07-18 01:33:17.681 PM,0.932881236076355
2022-07-18 01:33:17.779 PM,0.995313882827759
2022-07-18 01:33:17.877 PM,1.37822937965393
2022-07-18 01:33:17.975 PM,1.99826526641846
2022-07-18 01:33:18.073 PM,2.73689389228821
2022-07-18 01:33:18.171 PM,3.52716469764709
2022-07-18 01:33:18.268 PM,4.18498182296753
2022-07-18 01:33:18.366 PM,4.74278020858765
2022-07-18 01:33:18.464 PM,5.43725728988647
2022-07-18 01:33:18.562 PM,5.85005617141724
2022-07-18 01:33:18.660 PM,5.48176622390747
2022-07-18 01:33:18.757 PM,4.65442895889282
2022-07-18 01:33:18.855 PM,3.41976857185364
2022-07-18 01:33:18.953 PM,2.24198317527771
2022-07-18 01:33:19.051 PM,1.62344217300415
2022-07-18 01:33:19.149 PM,1.29673552513123
2022-07-18 01:33:19.247 PM,1.09261894226074
2022-07-18 01:33:19.344 PM,0.973116278648376
2022-07-18 01:33:19.442 PM,0.916663765907288
2022-07-18 01:33:19.540 PM,0.917638778686523
2022-07-18 01:33:19.638 PM,1.04685890674591
2022-07-18 01:33:19.736 PM,1.47584319114685
2022-07-18 01:33:19.834 PM,2.1579704284668
2022-07-18 01:33:19.931 PM,3.00017666816711
2022-07-18 01:33:20.029 PM,3.87283539772034
2022-07-18 01:33:20.127 PM,4.59362077713013
2022-07-18 01:33:20.225 PM,5.25509405136108
2022-07-18 01:33:20.323 PM,5.82111501693726
2022-07-18 01:33:20.421 PM,5.96928262710571
2022-07-18 01:33:20.518 PM,5.35810327529907
2022-07-18 01:33:20.616 PM,4.338463306427
2022-07-18 01:33:20.714 PM,3.10760569572449
2022-07-18 01:33:20.812 PM,2.09358787536621
2022-07-18 01:33:20.910 PM,1.63909101486206
2022-07-18 01:33:21.007 PM,1.34576177597046
2022-07-18 01:33:21.105 PM,1.16171407699585
2022-07-18 01:33:21.203 PM,1.03189265727997
2022-07-18 01:33:21.301 PM,0.988001346588135
2022-07-18 01:33:21.399 PM,1.10968136787415
2022-07-18 01:33:21.497 PM,1.51669573783875
2022-07-18 01:33:21.594 PM,2.15836048126221
2022-07-18 01:33:21.692 PM,2.928546667099
2022-07-18 01:33:21.790 PM,3.71792387962341
2022-07-18 01:33:21.888 PM,4.41943693161011
2022-07-18 01:33:21.986 PM,5.05169248580933
2022-07-18 01:33:22.084 PM,5.18468332290649
2022-07-18 01:33:22.181 PM,4.65561437606812
2022-07-18 01:33:22.279 PM,3.78758788108826
2022-07-18 01:33:22.377 PM,2.6462996006012
2022-07-18 01:33:22.475 PM,1.79747986793518
2022-07-18 01:33:22.573 PM,1.42424941062927
2022-07-18 01:33:22.670 PM,1.19198775291443
2022-07-18 01:33:22.768 PM,1.06366145610809
2022-07-18 01:33:22.866 PM,0.986668825149536
